airport_code,airport_name,city,country,country_code,latitude,longitude,timezone,is_major_airport
YQT,Thunder Bay International Airport,Thunder Bay,CA,CA,48.371899, -89.323898,,False
YQU,Grande Prairie Airport,Grande Prairie,CA,CA,55.1796989441, -118.885002136,,False
YQV,Yorkton Municipal Airport,Yorkton,CA,CA,51.26470184326172, -102.46199798583984,,False
YQW,North Battleford Airport,North Battleford,CA,CA,52.769409, -108.243742,,False
YQX,Gander International Airport,Gander,CA,CA,48.936258, -54.567719,,False
YQY,Sydney / J.A. Douglas McCurdy Airport,Sydney,CA,CA,46.161072, -60.049759,,False
YQZ,Quesnel Airport,Quesnel,CA,CA,53.026100158691406, -122.51000213623047,,False
YRA,Rae Lakes Airport,Gamètì,CA,CA,64.116096, -117.309998,,False
YRB,Resolute Bay Airport,Resolute Bay,CA,CA,74.7169036865, -94.9693984985,,False
YRI,Rivière-du-Loup Airport,Rivière-du-Loup,CA,CA,47.764400482177734, -69.58470153808594,,False
YRJ,Roberval Airport,Roberval,CA,CA,48.519665, -72.265735,,False
YRL,Red Lake Airport,Red Lake,CA,CA,51.066898345947266, -93.79309844970703,,False
YRM,Rocky Mountain House Airport,Rocky Mountain House,CA,CA,52.4296989441, -114.903999329,,False
YRO,Ottawa / Rockcliffe Airport,Ottawa,CA,CA,45.460496, -75.644001,,False
YRQ,Trois-Rivières Airport,Trois-Rivières,CA,CA,46.35279846191406, -72.67939758300781,,False
YRS,Red Sucker Lake Airport,Red Sucker Lake,CA,CA,54.167198, -93.557198,,False
YRT,Rankin Inlet Airport,Rankin Inlet,CA,CA,62.8114013672, -92.1157989502,,False
YRV,Revelstoke Airport,Revelstoke,CA,CA,50.962245, -118.184258,,False
YSB,Sudbury Airport,Sudbury,CA,CA,46.625, -80.79889678955078,,False
YSC,Sherbrooke Airport,Sherbrooke,CA,CA,45.438599, -71.691399,,False
YSD,Canadian Forces Base Suffield Heliport,Ralston,CA,CA,50.276359, -111.180189,,False
YSE,Squamish Airport,Squamish,CA,CA,49.7817001343, -123.162002563,,False
YSF,Stony Rapids Airport,Stony Rapids,CA,CA,59.250301361083984, -105.84100341796875,,False
YSH,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,CA,CA,44.945801, -75.940598,,False
YSJ,Saint John Airport,Saint John,CA,CA,45.31610107421875, -65.89029693603516,,False
YSK,Sanikiluaq Airport,Sanikiluaq,CA,CA,56.536891, -79.250221,,False
YSL,Saint-Léonard Airport,Saint-Léonard,CA,CA,47.157097, -67.836242,,False
YSM,Fort Smith Airport,Fort Smith,CA,CA,60.020302, -111.961998,,False
YCM,Niagara District Airport,Niagara-on-the-Lake,CA,CA,43.191598, -79.171686,,False
YSP,Marathon Airport,Marathon,CA,CA,48.75529861450195, -86.34439849853516,,False
YST,St. Theresa Point Airport,St. Theresa Point,CA,CA,53.845261, -94.851966,,False
YSU,Summerside Airport,Slemon Park,CA,CA,46.440601, -63.833599,,False
YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,CA,CA,71.993896, -125.242996,,False
YTA,Pembroke Airport,Pembroke,CA,CA,45.86439895629883, -77.25170135498047,,False
YTE,Cape Dorset Airport,Kinngait,CA,CA,64.230003, -76.526703,,False
YTF,Alma Airport,Alma,CA,CA,48.5089, -71.641899,,False
YTH,Thompson Airport,Thompson,CA,CA,55.80110168457031, -97.86419677734375,,False
YTL,Big Trout Lake Airport,Big Trout Lake,CA,CA,53.817799, -89.896896,,False
YTQ,Tasiujaq Airport,Tasiujaq,CA,CA,58.667801, -69.955803,,False
YTR,CFB Trenton,Trenton,CA,CA,44.118900299072266, -77.5280990600586,,False
YTS,Timmins/Victor M. Power,Timmins,CA,CA,48.569698333699996, -81.376701355,,False
YTZ,Billy Bishop Toronto City Airport,Toronto,CA,CA,43.627852, -79.39553,,False
YUB,Tuktoyaktuk / James Gruben Airport,Tuktoyaktuk,CA,CA,69.433296, -133.026001,,False
YUL,Montreal / Pierre Elliott Trudeau International Airport,Montréal,CA,CA,45.467837, -73.742294,,False
YUT,Naujaat Airport,Repulse Bay,CA,CA,66.521024, -86.225166,,False
YUX,Hall Beach Airport,Sanirajak,CA,CA,68.7761, -81.2425,,False
YUY,Rouyn Noranda Airport,Rouyn-Noranda,CA,CA,48.20610046386719, -78.83560180664062,,False
YVB,Bonaventure Airport,Bonaventure,CA,CA,48.071098, -65.460297,,False
YVC,La Ronge Airport,La Ronge,CA,CA,55.151401519800004, -105.262001038,,False
YVG,Vermilion Airport,Vermilion,CA,CA,53.357714, -110.827388,,False
YVE,Vernon Regional Airport,Vernon,CA,CA,50.246163, -119.330963,,False
YCK,Tommy Kochon Airport,Colville Lake,CA,CA,67.02015, -126.128364,,False
YVM,Qikiqtarjuaq Airport,Qikiqtarjuaq,CA,CA,67.54656, -64.03141,,False
YVO,Val-d'Or Airport,Val-d'Or,CA,CA,48.0532989502, -77.7827987671,,False
YVP,Kuujjuaq Airport,Kuujjuaq,CA,CA,58.096099853515625, -68.4269027709961,,False
YVQ,Norman Wells Airport,Norman Wells,CA,CA,65.28160095214844, -126.7979965209961,,False
YVR,Vancouver International Airport,Vancouver,CA,CA,49.193901, -123.183998,,False
YVT,Buffalo Narrows Airport,Buffalo Narrows,CA,CA,55.8418998718, -108.417999268,,False
YVV,Wiarton Airport,Wiarton,CA,CA,44.7458, -81.107201,,False
YVZ,Deer Lake Airport,Deer Lake,CA,CA,52.655613, -94.061208,,False
YWA,Petawawa Heliport,Petawawa,CA,CA,45.952202, -77.319199,,False
YFJ,Wekweètì Airport,Wekweètì,CA,CA,64.190804, -114.077002,,False
YWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,CA,CA,49.909999847399995, -97.2398986816,,False
YWH,Victoria Harbour Seaplane Base,Victoria,CA,CA,48.423782, -123.37198,,False
YWJ,Déline Airport,Déline,CA,CA,65.211098, -123.435997,,False
YWK,Wabush Airport,Wabush,CA,CA,52.92190170288086, -66.8644027709961,,False
YWL,Williams Lake Airport,Williams Lake,CA,CA,52.1831016541, -122.054000854,,False
YWP,Webequie Airport,Webequie,CA,CA,52.959393, -87.374868,,False
YWY,Wrigley Airport,Wrigley,CA,CA,63.20940017700195, -123.43699645996094,,False
YXC,Cranbrook/Canadian Rockies International Airport,Cranbrook,CA,CA,49.610802, -115.781998,,False
YXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,CA,CA,52.170723, -106.700793,,False
YXH,Medicine Hat Regional Airport,Medicine Hat,CA,CA,50.018902, -110.721001,,False
YXJ,Fort St John / North Peace Regional Airport,Fort Saint John,CA,CA,56.238098, -120.739998,,False
YXK,Rimouski Airport,Rimouski,CA,CA,48.477644, -68.496323,,False
YXL,Sioux Lookout Airport,Sioux Lookout,CA,CA,50.11389923095703, -91.9052963256836,,False
YXN,Whale Cove Airport,Whale Cove,CA,CA,62.240002, -92.598099,,False
YXP,Pangnirtung Airport,Pangnirtung,CA,CA,66.144878, -65.713606,,False
YXQ,Beaver Creek Airport,Beaver Creek,CA,CA,62.410301208496094, -140.86700439453125,,False
YXR,Earlton (Timiskaming Regional) Airport,Earlton,CA,CA,47.697400654599996, -79.8473453522,,False
YXS,Prince George (International) Airport,Prince George,CA,CA,53.884311, -122.666554,,False
YXT,Northwest Regional Airport Terrace-Kitimat,Terrace,CA,CA,54.468498, -128.576009,,False
YXU,London International Airport,London,CA,CA,43.032845, -81.149003,,False
YXX,Abbotsford International Airport,Abbotsford,CA,CA,49.025299, -122.361,,False
YXY,Whitehorse / Erik Nielsen International Airport,Whitehorse,CA,CA,60.708533, -135.065705,,False
YXZ,Wawa Airport,Wawa,CA,CA,47.96670150756836, -84.78669738769531,,False
YYB,North Bay Jack Garland Airport,North Bay,CA,CA,46.363602, -79.422798,,False
YYC,Calgary International Airport,Calgary,CA,CA,51.118822, -114.009933,,False
YYD,Smithers Airport,Smithers,CA,CA,54.82469940185547, -127.18299865722656,,False
YYE,Fort Nelson Airport,Fort Nelson,CA,CA,58.8363990784, -122.597000122,,False
YYF,Penticton Airport,Penticton,CA,CA,49.46310043334961, -119.60199737548828,,False
YYG,Charlottetown Airport,Charlottetown,CA,CA,46.288911, -63.125174,,False
YYH,Taloyoak Airport,Taloyoak,CA,CA,69.5467, -93.576698,,False
YYJ,Victoria International Airport,Victoria,CA,CA,48.647201, -123.427792,,False
YYL,Lynn Lake Airport,Lynn Lake,CA,CA,56.86389923095703, -101.07599639892578,,False
YYM,Cowley Airport,Cowley,CA,CA,49.636398315399994, -114.09400177,,False
YYN,Swift Current Airport,Swift Current,CA,CA,50.291900634799994, -107.691001892,,False
YYQ,Churchill Airport,Churchill,CA,CA,58.739200592041016, -94.06500244140625,,False
YYR,Goose Bay Airport,Goose Bay,CA,CA,53.3191986084, -60.4258003235,,False
YYT,St. John's International Airport,St. John's,CA,CA,47.618599, -52.7519,,False
YYU,Kapuskasing Airport,Kapuskasing,CA,CA,49.411587, -82.469645,,False
YYW,Armstrong Airport,Armstrong,CA,CA,50.29029846191406, -88.90969848632812,,False
YYY,Mont Joli Airport,Mont-Joli,CA,CA,48.60860061645508, -68.20809936523438,,False
YYZ,Toronto Pearson International Airport,Toronto,CA,CA,43.675935, -79.629421,,False
YZE,Gore Bay Manitoulin Airport,Gore Bay,CA,CA,45.8853, -82.567802,,False
YZF,Yellowknife International Airport,Yellowknife,CA,CA,62.462799, -114.440002,,False
YZG,Salluit Airport,Salluit,CA,CA,62.179401, -75.667198,,False
YZH,Slave Lake Airport,Slave Lake,CA,CA,55.292945, -114.777276,,False
YZP,Sandspit Airport,Sandspit,CA,CA,53.25429916379999, -131.813995361,,False
YZR,Chris Hadfield Airport,Sarnia,CA,CA,42.999401, -82.308899,,False
YZS,Coral Harbour Airport,Coral Harbour,CA,CA,64.1932983398, -83.3593978882,,False
YZT,Port Hardy Airport,Port Hardy,CA,CA,50.680599212646484, -127.36699676513672,,False
YZU,Whitecourt Airport,Whitecourt,CA,CA,54.143902, -115.787003,,False
YZV,Sept-Îles Airport,Sept-Îles,CA,CA,50.22330093383789, -66.2656021118164,,False
YZW,Teslin Airport,Teslin,CA,CA,60.17279815673828, -132.7429962158203,,False
YZX,CFB Greenwood,Greenwood,CA,CA,44.98440170288086, -64.91690063476562,,False
ZAC,York Landing Airport,York Landing,CA,CA,56.089401, -96.089203,,False
YSN,Shuswap Regional Airport,Salmon Arm,CA,CA,50.682802, -119.228996,,False
YDT,Boundary Bay Airport,Delta,CA,CA,49.074338, -123.006877,,False
ILF,Ilford Airport,Ilford,CA,CA,56.051622, -95.61882,,False
ZBF,Bathurst Airport,South Tetagouche,CA,CA,47.6297, -65.738899,,False
ZBM,Bromont (Roland Désourdy) Airport,Bromont,CA,CA,45.290798, -72.741402,,False
KES,Kelsey Airport,Kelsey,CA,CA,56.0374984741, -96.50969696039999,,False
ZEM,Eastmain River Airport,Eastmain River,CA,CA,52.226398, -78.522499,,False
ZFA,Faro Airport,Faro,CA,CA,62.20750045776367, -133.37600708007812,,False
ZFD,Fond-du-Lac Airport,Fond-du-Lac,CA,CA,59.3344, -107.181999,,False
XPK,Pukatawagan Airport,Pukatawagan,CA,CA,55.749199, -101.265999,,False
ZFM,Fort Mcpherson Airport,Fort Mcpherson,CA,CA,67.406993, -134.860182,,False
ZFN,Tulita Airport,Tulita,CA,CA,64.909496, -125.570297,,False
ZGF,Grand Forks Airport,Grand Forks,CA,CA,49.015598, -118.431,,False
ZGI,Gods River Airport,Gods River,CA,CA,54.839699, -94.078598,,False
ZGR,Little Grand Rapids Airport,Little Grand Rapids,CA,CA,52.045417, -95.46617,,False
ZHP,High Prairie Airport,High Prairie,CA,CA,55.3936, -116.474998,,False
CZJ,Corazón de Jesús Airport,Tupile,PA,PA,9.44686, -78.575678,,False
ZJG,Jenpeg Airport,Jenpeg,CA,CA,54.51890182495117, -98.04609680175781,,False
ZJN,Swan River Airport,Swan River,CA,CA,52.120602, -101.236,,False
ZKE,Kashechewan Airport,Kashechewan,CA,CA,52.282501, -81.677803,,False
YTD,Thicket Portage Airport,Thicket Portage,CA,CA,55.31890106201172, -97.70780181884766,,False
MSA,Muskrat Dam Airport,Muskrat Dam,CA,CA,53.441399, -91.762802,,False
ZMH,South Cariboo Region / 108 Mile Airport,108 Mile,CA,CA,51.736099243199995, -121.333000183,,False
PIW,Pikwitonei Airport,Pikwitonei,CA,CA,55.58890151977539, -97.16419982910156,,False
ZMT,Masset Airport,Masset,CA,CA,54.0275, -132.125,,False
CZN,Chisana Airport,Chisana,US,US,62.071201, -142.048004,,False
XPP,Poplar River Airport,Poplar River,CA,CA,52.996526, -97.274194,,False
CZO,Chistochina Airport,Chistochina,US,US,62.5634994507, -144.669006348,,False
ZPB,Sachigo Lake Airport,Sachigo Lake,CA,CA,53.890885, -92.195935,,False
WPC,Pincher Creek Airport,Pincher Creek,CA,CA,49.520429, -113.997002,,False
ZPO,Pinehouse Lake Airport,Pinehouse Lake,CA,CA,55.5280990601, -106.582000732,,False
ZRJ,Round Lake (Weagamow Lake) Airport,Round Lake,CA,CA,52.9436, -91.312798,,False
ZSJ,Sandy Lake Airport,Sandy Lake,CA,CA,53.06420135498047, -93.34439849853516,,False
XSI,South Indian Lake Airport,South Indian Lake,CA,CA,56.792801, -98.907204,,False
ZST,Stewart Airport,Stewart,CA,CA,55.935410448, -129.982434511,,False
ZSW,Prince Rupert/Seal Cove Seaplane Base,Prince Rupert,CA,CA,54.333302, -130.283005,,False
YDV,Bloodvein River Airport,Bloodvein River,CA,CA,51.784568, -96.692305,,False
ZTM,Shamattawa Airport,Shamattawa,CA,CA,55.86356, -92.081137,,False
ZUC,Ignace Municipal Airport,Ignace,CA,CA,49.428204, -91.720418,,False
ZUM,Churchill Falls Airport,Churchill Falls,CA,CA,53.5619010925293, -64.10639953613281,,False
XLB,Lac Brochet Airport,Lac Brochet,CA,CA,58.614279, -101.468954,,False
ZWL,Wollaston Lake Airport,Wollaston Lake,CA,CA,58.106899, -103.171997,,False
IUA,Canandaigua Airport,Ontario County IDA,US,US,42.908902, -77.325226,,False
DJN,Delta Junction Airport,Delta Junction,US,US,64.049861, -145.722656,,False
MQV,Mostaganem Airport,Sayada,DZ,DZ,35.90518, 0.144539,AF,False
BUJ,Bou Saada Airport,Ouled Sidi Brahim,DZ,DZ,35.3325, 4.20639,AF,False
BJA,Soummam–Abane Ramdane Airport,Béjaïa,DZ,DZ,36.712547, 5.069909,AF,False
ALG,Houari Boumediene Airport,Algiers,DZ,DZ,36.693886, 3.214531,AF,False
DJG,Tiska Djanet Airport,Djanet,DZ,DZ,24.285448, 9.463652,AF,False
VVZ,Illizi Takhamalt Airport,Illizi,DZ,DZ,26.723499, 8.62265,AF,False
QSF,Ain Arnat Airport,Sétif,DZ,DZ,36.178488, 5.329909,AF,False
TMR,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,DZ,DZ,22.810992, 5.450832,AF,False
GJL,Jijel Ferhat Abbas Airport,Tahir,DZ,DZ,36.794125, 5.873652,AF,False
MZW,Mecheria Airport,Mecheria,DZ,DZ,33.535900116, -0.242353007197,AF,False
AAE,Annaba Rabah Bitat Airport,Annaba,DZ,DZ,36.826781, 7.81334,AF,False
CZL,Mohamed Boudiaf International Airport,Constantine,DZ,DZ,36.276001, 6.62039,AF,False
TEE,Cheikh Larbi Tébessi Airport,Tébessi,DZ,DZ,35.4315986633, 8.12071990967,AF,False
BLJ,Batna Mostefa Ben Boulaid Airport,Batna,DZ,DZ,35.752102, 6.30859,AF,False
DAF,Daup Airport,,PG,PG,-4.7403, 145.9515,OC,False
HRM,Hassi R'Mel Airport,Hassi R'Mel,DZ,DZ,32.930401, 3.31154,AF,False
DAH,Dathina Airport,Dathina,YE,YE,13.866884, 46.133473,AS,False
DAO,Dabo Airport,,PG,PG,-8.431944444440001, 147.843055556,OC,False
TID,Abdelhafid Boussouf Bou Chekif Airport,Tiaret,DZ,DZ,35.341099, 1.46315,AF,False
TIN,Tindouf Airport,Tindouf,DZ,DZ,27.7003993988, -8.167099952700001,AF,False
CFK,Chlef Aboubakr Belkaid International Airport,Chlef,DZ,DZ,36.216614, 1.341114,AF,False
TAF,Oran Tafraoui Airport,Tafraoui,DZ,DZ,35.5424, -0.532278,AF,False
TLM,Zenata – Messali El Hadj Airport,Zenata,DZ,DZ,35.012732, -1.457117,AF,False
ORN,Oran Es-Sénia (Ahmed Ben Bella) International Airport,Es-Sénia,DZ,DZ,35.620648, -0.622486,AF,False
CBH,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,DZ,DZ,31.645700454711914, -2.269860029220581,AF,False
BFW,Sidi Bel Abbes Airport,Sidi Bel Abbès,DZ,DZ,35.1717987061, -0.593275010586,AF,False
MUW,Ghriss Airport,Ghriss,DZ,DZ,35.207699, 0.147142,AF,False
EBH,El Bayadh Airport,El Bayadh,DZ,DZ,33.721667, 1.0925,AF,False
INF,In Guezzam Airport,In Guezzam,DZ,DZ,19.560518, 5.749326,AF,False
BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,DZ,DZ,21.3778, 0.92698,AF,False
AZR,Touat-Cheikh Sidi Mohamed Belkebir Airport,Adrar,DZ,DZ,27.837601, -0.186414,AF,False
BSK,Biskra - Mohamed Khider Airport,Biskra,DZ,DZ,34.79318, 5.738899,AF,False
ELG,El Golea Airport,El Menia,DZ,DZ,30.580732, 2.861595,AF,False
GHA,Noumérat - Moufdi Zakaria Airport,El Atteuf,DZ,DZ,32.384102, 3.79411,AF,False
HME,Hassi Messaoud-Oued Irara Krim Belkacem Airport,Hassi Messaoud,DZ,DZ,31.673, 6.14044,AF,False
INZ,In Salah Airport,In Salah,DZ,DZ,27.250999, 2.51202,AF,False
TGR,Touggourt Sidi Madhi Airport,Touggourt,DZ,DZ,33.067799, 6.08867,AF,False
LOO,Laghouat - Molay Ahmed Medeghri Airport,Laghouat,DZ,DZ,33.7644, 2.92834,AF,False
ELU,Guemar Airport - مطار قمار بالوادي,Guemar,DZ,DZ,33.511398, 6.77679,AF,False
TMX,Timimoun Airport,Timimoun,DZ,DZ,29.237101, 0.276033,AF,False
OGX,Ain Beida Airport,Ouargla,DZ,DZ,31.9172, 5.41278,AF,False
IAM,Zarzaitine - In Aménas Airport,In Aménas,DZ,DZ,28.0515, 9.64291,AF,False
COO,Cotonou Cadjehoun International Airport,Cotonou,BJ,BJ,6.35723, 2.38435,AF,False
DJA,Djougou Airport,Djougou,BJ,BJ,9.69208333333, 1.63777777778,AF,False
KDC,Kandi Airport,Kandi,BJ,BJ,11.14479, 2.940381,AF,False
NAE,Natitingou Airport,Natitingou,BJ,BJ,10.376965, 1.360507,AF,False
PKO,Parakou Airport,Parakou,BJ,BJ,9.35768985748291, 2.609679937362671,AF,False
SVF,Savé Airport,Savé,BJ,BJ,8.018170356750488, 2.4645800590515137,AF,False
DBK,Dutch Bay SPB,Kalpitiya Island,LK,LK,8.273, 79.756,AS,False
DBU,Dambulu Oya Tank Seaplane Base,Dambulla,LK,LK,7.8604, 80.6304,AS,False
DCK,Dahl Creek Airport,Dahl Creek,US,US,66.943298, -156.904999,,False
DDM,Dodoima Airport,,PG,PG,-8.17736111111, 147.809444444,OC,False
DEQ,Deqing Moganshan Airport,Huzhou,CN,CN,30.504264, 120.107388,AS,False
DEX,Nop Goliat Dekai Airport,Dekai,ID,ID,-4.8557, 139.482006,AS,False
XKY,Kaya Airport,Kaya,BF,BF,13.067, -1.1,AF,False
OUG,Ouahigouya Airport,Ouahigouya,BF,BF,13.655287, -2.322067,AF,False
XDJ,Djibo Airport,Djibo,BF,BF,14.125, -1.624722,AF,False
XLU,Leo Airport,Leo,BF,BF,11.1, -2.1,AF,False
PUP,Po Airport,Po,BF,BF,11.179139, -1.148472,AF,False
XBO,Boulsa Airport,Boulsa,BF,BF,12.65, -0.567,AF,False
XBG,Bogande Airport,Bogande,BF,BF,12.983, -0.167,AF,False
DIP,Diapaga Airport,Diapaga,BF,BF,12.060324, 1.784631,AF,False
DOR,Dori Airport,Dori,BF,BF,14.021638, -0.068207,AF,False
FNG,Fada N'gourma Airport,Fada N'gourma,BF,BF,12.033, 0.35,AF,False
XGG,Gorom-Gorom Airport,Gorom-Gorom,BF,BF,14.454174, -0.218644,AF,False
XKA,Kantchari Airport,Kantchari,BF,BF,12.464046, 1.492939,AF,False
TMQ,Tambao Airport,Tambao,BF,BF,14.790874, 0.039492,AF,False
XPA,Pama Airport,Pama,BF,BF,11.25, 0.7,AF,False
ARL,Arly Airport,Arly,BF,BF,11.597, 1.483,AF,False
XSE,Sebba Airport,Sebba,BF,BF,13.45, 0.517,AF,False
TEG,Tenkodogo Airport,Tenkodogo,BF,BF,11.801149, -0.371377,AF,False
XZA,Zabré Airport,Zabré,BF,BF,11.167, -0.617,AF,False
OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,BF,12.3532, -1.51242,AF,False
BNR,Banfora Airport,Banfora,BF,BF,10.688861, -4.727726,AF,False
DGU,Dedougou Airport,Dedougou,BF,BF,12.459, -3.49,AF,False
XGA,Gaoua Airport,Gaoua,BF,BF,10.384059, -3.163454,AF,False
XNU,Nouna Airport,Nouna,BF,BF,12.75, -3.867000103,AF,False
BOY,Bobo Dioulasso Airport,Bobo Dioulasso,BF,BF,11.1601, -4.33097,AF,False
TUQ,Tougan Airport,Tougan,BF,BF,13.059091, -3.077291,AF,False
XDE,Diebougou Airport,Diebougou,BF,BF,10.95, -3.25,AF,False
XAR,Aribinda Airport,Aribinda,BF,BF,14.217000007600001, -0.883000016212,AF,False
ACC,Kotoka International Airport,Accra,GH,GH,5.605189800262451, -0.16678600013256073,AF,False
TML,Yakubu Tali International Airport,Tamale,GH,GH,9.553909, -0.86606,AF,False
WZA,Wa Airport,Wa,GH,GH,10.0827, -2.50769,AF,False
DGM,Dandugama Seaplane Base,Colombo,LK,LK,7.1079, 79.8721,AS,False
KMS,Prempeh I International Airport,Kumasi,GH,GH,6.71456, -1.59082,AF,False
NYI,Sunyani Airport,Sunyani,GH,GH,7.36183, -2.32876,AF,False
TKD,Takoradi Airport,Sekondi-Takoradi,GH,GH,4.896059989929199, -1.7747600078582764,AF,False
DHB,Deer Harbor SPB,Deer Harbor,US,US,48.616667, -123.002778,,False
DHG,Dalnegorsk Airport,Dalnegorsk,RU,RU,44.558748, 135.490005,EU,False
DHL,Ad-Dali Airport,Ad-Dali,YE,YE,13.73846, 44.72719,AS,False
ABO,Aboisso Airport,Aboisso,CI,CI,5.461944, -3.234722,AF,False
ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,CI,CI,5.26139, -3.92629,AF,False
OGO,Abengourou Airport,Abengourou,CI,CI,6.71556, -3.47028,AF,False
BXI,Boundiali Airport,Boundiali,CI,CI,9.540571, -6.469831,AF,False
BYK,Bouaké Airport,Bouaké,CI,CI,7.7388, -5.07367,AF,False
BQO,Bouna Airport,Bouna,CI,CI,9.255556, -3.033333,AF,False
BDK,Soko Airport,Bondoukou,CI,CI,8.01722, -2.76194,AF,False
DIM,Dimbokro Airport,Dimbokro,CI,CI,6.65167, -4.64056,AF,False
DJO,Daloa Airport,,CI,CI,6.79281, -6.47319,AF,False
GGN,Gagnoa Airport,Gagnoa,CI,CI,6.102855, -5.986809,AF,False
GGO,Guiglo Airport,Guiglo,CI,CI,6.534711, -7.526847,AF,False
BBV,Nero-Mer Airport,Grand-Béréby,CI,CI,4.64341306686, -6.923961639400001,AF,False
HGO,Korhogo Airport,Korhogo,CI,CI,9.38718, -5.55666,AF,False
MJC,Man Airport,,CI,CI,7.27207, -7.58736,AF,False
KEO,Odienne Airport,Odienne,CI,CI,9.539457, -7.56134,AF,False
OFI,Ouango Fitini Airport,Ouango Fitini,CI,CI,9.6, -4.05,AF,False
SEO,Séguéla Airport,Séguéla,CI,CI,7.96, -6.644167,AF,False
SPY,San Pedro Airport,,CI,CI,4.74672, -6.66082,AF,False
ZSS,Sassandra Airport,Sassandra,CI,CI,4.928888, -6.133156,AF,False
TXU,Tabou Airport,Tabou,CI,CI,4.437809467315674, -7.362728118896484,AF,False
TOZ,Mahana Airport,Touba,CI,CI,8.2934, -7.674,AF,False
DIW,Mawella Lagoon Seaplane Base,Dickwella,LK,LK,5.990192, 80.733129,AS,False
ASK,Yamoussoukro International Airport,Yamoussoukro,CI,CI,6.90317, -5.36558,AF,False
DLR,Dalnerechensk Airport,Dalnerechensk,RU,RU,45.877949, 133.735822,EU,False
DIO,Diomede Heliport,Diomede,US,US,65.758367, -168.953676,,False
DKA,Umaru Musa Yar'adua Airport,Katsina,NG,NG,13.0078, 7.66045,AF,False
ABV,Nnamdi Azikiwe International Airport,Abuja,NG,NG,9.00679, 7.26317,AF,False
QUO,Akwa Ibom International Airport,Uyo,NG,NG,4.8725, 8.093,AF,False
AKR,Akure Airport,Akure,NG,NG,7.246739864349365, 5.3010101318359375,AF,False
ABB,Asaba International Airport,Asaba,NG,NG,6.204167, 6.665278,AF,False
BCU,Sir Abubakar Tafawa Balewa Bauchi State International Airport,Bauchi,NG,NG,10.482833, 9.744,AF,False
BNI,Benin Airport,Benin,NG,NG,6.316979885101318, 5.5995001792907715,AF,False
CBQ,Margaret Ekpo International Airport,Calabar,NG,NG,4.976019859313965, 8.347200393676758,AF,False
ENU,Akanu Ibiam International Airport,Enegu,NG,NG,6.473718, 7.560463,AF,False
GMO,Gombe Lawanti International Airport,Gombe,NG,NG,10.298889, 10.9,AF,False
IBA,Ibadan Airport,Ibadan,NG,NG,7.362460136413574, 3.97832989692688,AF,False
ILR,General Tunde Idiagbon International Airport,Ilorin/Ogbomosho,NG,NG,8.44021, 4.49392,AF,False
QOW,Sam Mbakwe International Cargo Airport,Owerri,NG,NG,5.42706, 7.20603,AF,False
JOS,Yakubu Gowon Airport,Jos,NG,NG,9.639829635620117, 8.869050025939941,AF,False
KAD,Kaduna International Airport,Kaduna,NG,NG,10.696, 7.32011,AF,False
KAN,Mallam Aminu Kano International Airport,Kano,NG,NG,12.045613, 8.523566,AF,False
MIU,Maiduguri International Airport,Maiduguri,NG,NG,11.854163, 13.080702,AF,False
MDI,Makurdi Airport,Makurdi,NG,NG,7.70388, 8.61394,AF,False
LOS,Murtala Muhammed International Airport,Lagos,NG,NG,6.57737, 3.32116,AF,False
MXJ,Minna Airport,Minna,NG,NG,9.652170181274414, 6.462259769439697,AF,False
PHC,Port Harcourt International Airport,Port Harcourt,NG,NG,5.01549, 6.94959,AF,False
SKO,Sadiq Abubakar III International Airport,Sokoto,NG,NG,12.915729, 5.207547,AF,False
QRW,Warri Airport,Okpe,NG,NG,5.59821, 5.8187,AF,False
YOL,Yola Airport,Yola,NG,NG,9.257550239562988, 12.430399894714355,AF,False
ZAR,Zaria Airport,Zaria,NG,NG,11.1302, 7.68581,AF,False
DPT,Deputatskiy Airport,Deputatskiy,RU,RU,69.392503, 139.890012,EU,False
MFQ,Maradi Airport,Maradi,NE,NE,13.5025, 7.12675,AF,False
NIM,Diori Hamani International Airport,Niamey,NE,NE,13.4815, 2.18361,AF,False
THZ,Tahoua Airport,Tahoua,NE,NE,14.8757, 5.26536,AF,False
AJY,Mano Dayak International Airport,Agadez,NE,NE,16.966, 8.00011,AF,False
RLT,Arlit Airport,Arlit,NE,NE,18.7903995514, 7.36595010757,AF,False
ZND,Zinder Airport,Zinder,NE,NE,13.779000282287598, 8.983759880065918,AF,False
DSG,Dilasag Airport,Dilasag,PH,PH,16.445833333299998, 122.206805556,AS,False
TBJ,Tabarka-Aïn Draham International Airport,Tabarka,TN,TN,36.98, 8.87694,AF,False
MIR,Monastir Habib Bourguiba International Airport,Monastir,TN,TN,35.75809860229492, 10.75469970703125,AF,False
NBE,Enfidha - Hammamet International Airport,Enfidha,TN,TN,36.075833, 10.438611,AF,False
