airport_code,airport_name,city,country,country_code,latitude,longitude,timezone,is_major_airport
UTK,Utirik Airport,Utirik Island,MH,MH,11.222219, 169.851429,OC,False
OCA,Ocean Reef Club Airport,Key Largo,US,US,25.325399, -80.274803,,False
CSE,Crested Butte Airpark,Crested Butte,US,US,38.851918, -106.928341,,False
CUS,Columbus Airport,Columbus,US,US,31.823898, -107.629924,,False
JCY,LBJ Ranch Airport,Stonewall,US,US,30.251801, -98.622498,,False
WLR,Loring Seaplane Base,Loring,US,US,55.601299, -131.636993,,False
NUP,Nunapitchuk Airport,Nunapitchuk,US,US,60.905591, -162.440454,,False
PTC,Port Alice Seaplane Base,Port Alice,US,US,55.803, -133.597,,False
ICY,Icy Bay Airport,Icy Bay,US,US,59.966269, -141.660118,,False
PPV,Port Protection Seaplane Base,Port Protection,US,US,56.3288, -133.610001,,False
KKK,Kalakaket Creek AS Airport,Kalakaket Creek,US,US,64.4166256967, -156.820392609,,False
MHS,Dunsmuir Muni-Mott Airport,Dunsmuir,US,US,41.263199, -122.272003,,False
NIR,Chase Field Industrial Airport,Beeville,US,US,28.362444, -97.661917,,False
GCT,Grand Canyon Bar Ten Airstrip,Littlefield,US,US,36.257984, -113.231063,,False
ELW,Ellamar Seaplane Base,Ellamar,US,US,60.893818, -146.704038,,False
LVD,Lime Village Airport,Lime Village,US,US,61.3591003418, -155.440002441,,False
HGZ,Hog River Airport,Hogatza,US,US,66.176133, -155.684816,,False
OTN,Ed-Air Airport,Oaktown,US,US,38.851782, -87.49987,,False
TLF,Telida Airport,Telida,US,US,63.393902, -153.268997,,False
BZT,Eagle Air Park,Brazoria,US,US,28.982200622559, -95.579696655273,,False
HBH,Entrance Island Seaplane Base,Entrance Island,US,US,57.412201, -133.43848,,False
FAK,False Island Seaplane Base,False Island,US,US,57.5321998596, -135.212997437,,False
BYW,Blakely Island Airport,Blakely Island,US,US,48.579162, -122.823844,,False
DRF,Drift River Airport,Kenai,US,US,60.588901519800004, -152.162002563,,False
BDF,Rinkenberger Restricted Landing Area,Bradford,US,US,41.230899810800004, -89.61569976810001,,False
TEH,Tetlin Airport,Tetlin,US,US,63.124618, -142.518005,,False
VRS,Roy Otten Memorial Airfield,Versailles,US,US,38.427799224854, -92.875198364258,,False
GDH,Golden Horn Lodge Seaplane Base,Golden Horn Lodge,US,US,59.7470016479, -158.875,,False
ATT,Atmautluak Airport,Atmautluak,US,US,60.866699, -162.272996,,False
LIV,Livengood Camp Airport,Livengood,US,US,65.467, -148.6534,,False
PDB,Pedro Bay Airport,Pedro Bay,US,US,59.796925, -154.129994,,False
KOZ,Ouzinkie Airport,Ouzinkie,US,US,57.942094, -152.464314,,False
TNK,Tununak Airport,Tununak,US,US,60.569638, -165.246649,,False
WHD,Hyder Seaplane Base,Hyder,US,US,55.903324, -130.009975,,False
MNT,Minto Al Wright Airport,Minto,US,US,65.147991, -149.368658,,False
TKI,Tokeen Seaplane Base,Tokeen,US,US,55.937099, -133.326996,,False
WKK,Aleknagik / New Airport,Aleknagik,US,US,59.2826004028, -158.617996216,,False
WFB,Ketchikan Harbor Seaplane Base,Ketchikan,US,US,55.349899, -131.677002,,False
RFK,Rollang Field,Rolling Fork,US,US,32.953543, -90.845144,,False
NNK,Naknek Airport,Naknek,US,US,58.735633, -157.02216,,False
BKF,Lake Brooks Seaplane Base,Katmai National Park,US,US,58.554798, -155.776993,,False
BCS,Southern Seaplane Airport,Belle Chasse,US,US,29.866078, -90.021608,,False
MMN,Minute Man Air Field,Stow,US,US,42.460298, -71.519031,,False
SPQ,Catalina Air-Sea Terminal Heliport,San Pedro,US,US,33.7491989136, -118.275001526,,False
TSS,East 34th Street Heliport,New York,US,US,40.742372, -73.972074,,False
NYS,New York Skyports Inc Seaplane Base,New York,US,US,40.735061, -73.972814,,False
BWL,Earl Henry Airport,Blackwell,US,US,36.7958984375, -97.3170013428,,False
WYB,Yes Bay Lodge Seaplane Base,Yes Bay,US,US,55.916302, -131.800995,,False
CWS,Center Island Airport,Center Island,US,US,48.490046, -122.831612,,False
TEK,Tatitlek Airport,Tatitlek,US,US,60.871449, -146.690297,,False
DUF,Pine Island Airport,Corolla,US,US,36.252744, -75.785256,,False
SSW,Stuart Island Airpark,Friday Harbor,US,US,48.673379, -123.175439,,False
FOB,Fort Bragg Airport,Fort Bragg,US,US,39.472445, -123.795319,,False
PUL,Port of Poulsbo Marina Moorage Seaplane Base,Poulsbo,US,US,47.734001159668, -122.64700317383,,False
CCD,Century City Heliport,Los Angeles,US,US,34.060798645, -118.417999268,,False
WMK,Meyers Chuck Seaplane Base,Meyers Chuck,US,US,55.739601, -132.255005,,False
AXB,Maxson Airfield,Alexandria Bay,US,US,44.312002, -75.90034,,False
REE,Reese Airpark,Lubbock,US,US,33.590301513672, -102.03700256348,,False
WDN,Waldron Airstrip,Eastsound,US,US,48.71141, -123.018208,,False
WWP,Whale Pass Seaplane Float Harbor Facility,Whale Pass,US,US,56.116299, -133.121994,,False
CHU,Chuathbaluk Airport,Chuathbaluk,US,US,61.579102, -159.216003,,False
UGS,Ugashik Airport,Ugashik,US,US,57.523476, -157.396344,,False
JID,Recreation and Conference Center Heliport,City of Industry,US,US,34.020472, -117.927396,,False
PSQ,Philadelphia Seaplane Base,Essington,US,US,39.859001159668, -75.299598693848,,False
KLL,Levelock Airport,Levelock,US,US,59.12606, -156.860906,,False
SGW,Saginaw Seaplane Base,Saginaw Bay,US,US,56.886299, -134.158005,,False
WTL,Tuntutuliak Airport,Tuntutuliak,US,US,60.351243, -162.654476,,False
TWA,Twin Hills Airport,Twin Hills,US,US,59.074713, -160.274992,,False
KCQ,Chignik Lake Airport,Chignik Lake,US,US,56.255001, -158.774994,,False
AAD,Adado Airport,Adado,SO,SO,6.095802, 46.6375,AF,False
ABP,Atkamba Airport,Atkamba Mission,PG,PG,-6.06462, 141.095173,OC,False
ACM,Arica Airport,Arica,CO,CO,-2.143713, -71.75935,SA,False
ADV,El Daein Airport,El Daein,SD,SD,11.4023, 26.1186,AF,False
DST,Dubai Seaplane Terminal,,AE,AE,25.263, 55.272,AS,False
AEE,Adareil Airport,Adar,SS,SS,10.053611, 32.959444,AF,False
AEQ,Ar Horqin Airport,Chifeng,CN,CN,43.908407, 120.15099,AS,False
AFK,Kondavattavana Tank Seaplane Base,Ampara,LK,LK,7.284, 81.644,AS,False
BBQ,Burton-Nibbs International Airport,Codrington,AG,AG,17.621194, -61.798347,,False
AFT,Afutara Aerodrome,Bila,SB,SB,-9.191389, 160.948611,OC,False
RNA,Ulawa Airport,Arona,SB,SB,-9.86054358262, 161.979546547,OC,False
ATD,Uru Harbour Airport,Atoifi,SB,SB,-8.87333, 161.011002,OC,False
VEV,Barakoma Airport,Barakoma,SB,SB,-7.912779808044434, 156.70599365234375,OC,False
BPF,Batuna Aerodrome,Batuna Mission Station,SB,SB,-8.56202777778, 158.119305556,OC,False
GEF,Geva Airport,Liangia,SB,SB,-7.575829982757568, 156.5970001220703,OC,False
AGG,Angoram Airport,Angoram,PG,PG,-4.057077, 144.073841,OC,False
AKS,Gwaunaru'u Airport,Auki,SB,SB,-8.70257, 160.682007,OC,False
BNY,Bellona/Anua Airport,Anua,SB,SB,-11.302222222200001, 159.798333333,OC,False
CHY,Choiseul Bay Airport,Choiseul Bay,SB,SB,-6.711944, 156.396111,OC,False
BAS,Ballalae Airport,Ballalae,SB,SB,-6.990745, 155.886656,OC,False
FRE,Fera/Maringe Airport,Fera Island,SB,SB,-8.1075, 159.576996,OC,False
HIR,Honiara International Airport,Honiara,SB,SB,-9.428, 160.054993,OC,False
MBU,Babanakira Airport,Mbambanakira,SB,SB,-9.7475, 159.839005,OC,False
AVU,Avu Avu Airport,Avu Avu,SB,SB,-9.868333, 160.410556,OC,False
IRA,Ngorangora Airport,Kirakira,SB,SB,-10.449700355500001, 161.897994995,OC,False
SCZ,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,SB,SB,-10.7203, 165.794998,OC,False
MUA,Munda Airport,Munda,SB,SB,-8.32797, 157.263,OC,False
GZO,Nusatupe Airport,Gizo,SB,SB,-8.09778022766, 156.863998413,OC,False
MNY,Mono Airport,Stirling Island,SB,SB,-7.41694, 155.565002,OC,False
PRS,Parasi Airport,Parasi,SB,SB,-9.641670227050781, 161.4250030517578,OC,False
RNL,Rennell/Tingoa Airport,Rennell Island,SB,SB,-11.55, 160.062778,OC,False
EGM,Sege Airport,Sege,SB,SB,-8.57889, 157.876007,OC,False
NNB,Santa Ana Airport,Santa Ana Island,SB,SB,-10.847994, 162.454108,OC,False
RUS,Marau Airport,Marau,SB,SB,-9.86167, 160.824997,OC,False
VAO,Suavanao Airport,Suavanao,SB,SB,-7.58556, 158.731003,OC,False
XYA,Yandina Airport,Yandina,SB,SB,-9.092816, 159.21841,OC,False
AGK,Kagua Airport,Kagua,PG,PG,-6.396388888890001, 143.853611111,OC,False
KGE,Kaghau Airport,Kagau Island,SB,SB,-7.3305, 157.585,OC,False
KUE,Kukudu Airport,Kolombangara Island,SB,SB,-8.0262, 156.94783,OC,False
KWS,Kwailabesi Airport,Kwailabesi,SB,SB,-8.360508, 160.775127,OC,False
LLM,Lomlom Airport,Lomlom,SB,SB,-10.296828, 166.327322,OC,False
NAZ,Nana Airport,Star Harbor,SB,SB,-10.6758, 162.2049,OC,False
MHM,Manaoba Airport,Manaoba,SB,SB,-8.325008, 160.80051,OC,False
GTA,Gatokae Aerodrome,Gatokae,SB,SB,-8.738358, 158.202836,OC,False
RIN,Ringi Cove Airport,Ringi Cove,SB,SB,-8.12639045715332, 157.14300537109375,OC,False
RBV,Ramata Airport,Ramata,SB,SB,-8.168060302734375, 157.64300537109375,OC,False
TLG,Tulaghi Heliport,Tulaghi Island,SB,SB,-9.108, 160.149166667,OC,False
AHY,Ambatolhy Airport,Ambatolahy,MG,MG,-20.015833333299998, 45.535,AF,False
AIC,Ailinglaplap Airok Airport,Bigatyelang Island,MH,MH,7.279422, 168.8257,OC,False
CEX,Chena Hot Springs Airport,Chena Hot Springs,US,US,65.0518035889, -146.04699707,,False
SOL,Solomon State Field,Solomon,US,US,64.5605, -164.4457,,False
HED,Herendeen Bay Airport,Herendeen Bay,US,US,55.802346, -160.901346,,False
TWE,Taylor Airport,Taylor,US,US,65.6792984009, -164.798995972,,False
KTH,Tikchik Lodge Seaplane Base,Tikchik,US,US,59.9631996155, -158.477005005,,False
NKI,Naukati Bay Seaplane Base,Tuxekan Island,US,US,55.849602, -133.227994,,False
CDL,Candle 2 Airport,Candle,US,US,65.907699585, -161.925994873,,False
AOS,Amook Bay Seaplane Base,Amook Bay,US,US,57.4715003967, -153.815002441,,False
BSW,Boswell Bay Airport,Boswell Bay,US,US,60.4230995178, -146.145996094,,False
AKM,Zakuoma Airport,ZaKouma,TD,TD,10.8902777778, 19.8172222222,AF,False
ALZ,Alitak Seaplane Base,Lazy Bay,US,US,56.897294, -154.249692,,False
YUK,Syunik Airport,Kapan,AM,AM,39.202272, 46.455204,AS,False
AME,Alto Molocue Airport,Alto Molocue,MZ,MZ,-15.6102777778, 37.6813888889,AF,False
AMY,Ambatomainty Airport,,MG,MG,-17.686667, 45.623889,AF,False
INU,Nauru International Airport,Yaren,NR,NR,-0.547893, 166.919525,OC,False
ANZ,Angus Downs Airport,Angus Downs Station,AU,AU,-25.0325, 132.2748,OC,False
CTV,Catoca Airport,Saurimo,AO,AO,-9.431359, 20.311557,AF,False
ANL,Andulo Airport,Andulo,AO,AO,-11.4723, 16.710899,AF,False
CNZ,Cangamba Airport,Cangamba,AO,AO,-13.7106, 19.861099,AF,False
DRC,Dirico Airport,Dirico,AO,AO,-17.981924, 20.768061,AF,False
NDF,N'dalatando Airport,N'dalatando,AO,AO,-9.280378, 14.982432,AF,False
AOB,Annanberg Airport,,PG,PG,-4.90416666667, 144.635833333,OC,False
AOD,Abou-Deïa Airport,Abou-Deïa,TD,TD,11.4773, 19.2874,AF,False
APP,Asapa Airport,,PG,PG,-8.979167, 148.103611,OC,False
AQY,Girdwood-Alyeska Airport,Girdwood,US,US,60.968774, -149.119792,,False
QRF,Bragado Airport,Bragado,AR,AR,-35.145811, -60.480294,SA,False
CVI,Caleta Olivia Airport,Caleta Olivia,AR,AR,-46.37428, -67.59409,SA,False
CNT,Charata Airport,Charata,AR,AR,-27.2164, -61.2103,SA,False
VGS,General Villegas Airport,General Villegas,AR,AR,-34.995728, -62.999725,SA,False
LMD,Los Menucos Airport,Los Menucos,AR,AR,-40.817699, -68.074699,SA,False
VCF,Valcheta Airport,Valcheta,AR,AR,-40.700001, -66.150002,SA,False
CPG,Carmen de Patagones Airport,Carmen de Patagones,AR,AR,-40.7781, -62.9803,SA,False
ARP,Aragip Airport,,PG,PG,-9.88333333333, 149.483333333,OC,False
ASZ,Asirim Airport,,PG,PG,-6.009722222220001, 150.368611111,OC,False
WFR,(Duplicate)Wolf's Fang Runway,Queen Maud Island,AQ,AQ,-71.5264, 8.799459,AN,False
LYT,Lady Elliot Island Airstrip,Lady Elliot Island,AU,AU,-24.1129, 152.7156,OC,False
GYZ,Gruyere Airport,Cosmo Newbery,AU,AU,-28.034548, 123.81506,OC,False
AGW,Agnew Airport,Agnew,AU,AU,-12.1456, 142.149369,OC,False
AYD,Alroy Downs Airport,Alroy Downs,AU,AU,-19.2908, 136.078995,OC,False
BYX,Baniyala Airport,Baniyala,AU,AU,-13.1981, 136.227005,OC,False
COB,Coolibah Airport,Coolibah,AU,AU,-15.548299789428711, 130.96200561523438,OC,False
CRJ,Coorabie Airport,Coorabie,AU,AU,-31.894399642944336, 132.29600524902344,OC,False
CRY,Carlton Hill Airport,Carlton Hill,AU,AU,-15.501899719238281, 128.53399658203125,OC,False
CSD,Cresswell Downs Airport,Cresswell Downs,AU,AU,-17.947999954223633, 135.91600036621094,OC,False
DYM,Diamantina Lakes Airport,Diamantina Lakes,AU,AU,-23.761699676513672, 141.14500427246094,OC,False
HIS,Hayman Island Resort Seaplane Base,Hayman Island,AU,AU,-20.059999465942383, 148.88099670410156,OC,False
HLV,Helenvale Airport,Helenvale,AU,AU,-15.685799598693848, 145.21499633789062,OC,False
KBD,Kimberley Downs Airport,Kimberley Downs,AU,AU,-17.39780044555664, 124.3550033569336,OC,False
KGR,Kulgera Airport,Ghan,AU,AU,-25.8428, 133.292007,OC,False
PEP,Peppimenarti Airport,Peppimenarti,AU,AU,-14.1442, 130.091003,OC,False
RDA,Rockhampton Downs Airport,Rockhampton Downs,AU,AU,-18.95330047607422, 135.2010040283203,OC,False
SSK,Sturt Creek Airport,Sturt Creek,AU,AU,-19.166400909423828, 128.1739959716797,OC,False
SWB,Shaw River Airport,Shaw River,AU,AU,-21.510299682617188, 119.36199951171875,OC,False
TWP,Torwood Airport,Torwood,AU,AU,-17.363300323486328, 143.75,OC,False
ZVG,Springvale Airport,Springvale,AU,AU,-17.7869, 127.669998,OC,False
AWR,Awar Airport (unusable),Awar,PG,PG,-4.122278, 144.853292,OC,False
AXF,Alxa Left Banner Bayanhot Airport,Bayanhot,CN,CN,38.748317, 105.58416,AS,False
AXO,Pantar Kabir Airport,Kabir,ID,ID,-8.244832, 124.219108,AS,False
AMF,Ama Airport,,PG,PG,-4.10111111111, 141.67,OC,False
UAE,Mount Aue Airport,Aue,PG,PG,-6.229978, 144.664181,OC,False
AFR,Afore Airstrip,Afore,PG,PG,-9.13867, 148.390701,OC,False
AUP,Agaun Airport,Agaun,PG,PG,-9.927715, 149.389951,OC,False
ATP,Aitape Airport,Aitape,PG,PG,-3.143611, 142.346806,OC,False
AIH,Aiambak Airport,Aiambak,PG,PG,-7.342777777779999, 141.2675,OC,False
AMU,Amanab Airport,Amanab,PG,PG,-3.586, 141.214333333,OC,False
ADC,Andakombe Airport,Andekombe,PG,PG,-7.13722222222, 145.744722222,OC,False
AIE,Aiome Airport,Aiome,PG,PG,-5.145699978, 144.7307003,OC,False
KPM,Kompiam Airport,,PG,PG,-5.38166666667, 143.924722222,OC,False
AUJ,Ambunti Airport,Ambunti,PG,PG,-4.21566666667, 142.823166667,OC,False
AWB,Awaba Airport,Awaba,PG,PG,-8.013414, 142.752099,OC,False
AEK,Aseki Airport,Aseki,PG,PG,-7.350805, 146.193994,OC,False
AYU,Aiyura Airport,Aiyura Valley,PG,PG,-6.33805555556, 145.904166667,OC,False
VMU,Baimuru Airport,Baimuru,PG,PG,-7.496955, 144.821756,OC,False
BCP,Bambu Airport,Bambu,PG,PG,-5.863611111110001, 146.4925,OC,False
BNM,Bodinumu Airport,Bodinumu,PG,PG,-9.107777777779999, 147.666722222,OC,False
BMZ,Bamu Airport,Bamu,PG,PG,-7.8485, 143.2433,OC,False
BDZ,Baindoung Airport,,PG,PG,-6.34722222222, 146.942222222,OC,False
BSP,Bensbach Airport,Bensbach,PG,PG,-8.85805555556, 141.259444444,OC,False
BWP,Bewani Airport,Bewani,PG,PG,-3.0216666666700003, 141.165277778,OC,False
BUA,Buka Airport,Buka Island,PG,PG,-5.422299, 154.672698,OC,False
BAA,Bialla Airport,"Bialla, Matalilu, Ewase",PG,PG,-5.3305602073700005, 151.007995605,OC,False
OPU,Balimo Airport,Balimo,PG,PG,-8.05000019073, 142.932998657,OC,False
BMH,Bomai Airport,Bomai,PG,PG,-6.37316666667, 144.637,OC,False
BPD,Bapi Airstrip,Bapi,PG,PG,-7.743611111110001, 147.020555556,OC,False
BPK,Biangabip Airport,Biangabip,PG,PG,-5.526389, 141.744583,OC,False
BRP,Biaru Airport,Biaru,PG,PG,-7.6693, 146.7594,OC,False
BUL,Bulolo Airport,Bulolo,PG,PG,-7.216286671410001, 146.649541855,OC,False
XBN,Biniguni Airport,Biniguni,PG,PG,-9.6425, 149.303889,OC,False
CVB,Chungribu Airport,Chungribu,PG,PG,-4.80662, 144.714996,OC,False
CGC,Cape Gloucester Airport,Cape Gloucester,PG,PG,-5.455231, 148.422289,OC,False
CMU,Chimbu Airport,Kundiawa,PG,PG,-6.024290084838867, 144.9709930419922,OC,False
SQT,China Strait Airstrip,Samarai Island,PG,PG,-10.5627777778, 150.690694444,OC,False
DBP,Debepare Airport,Debepare,PG,PG,-6.30861111111, 141.905555556,OC,False
DER,Derim Airport,Derim,PG,PG,-6.14472222222, 147.107222222,OC,False
BNT,Bundi Airport,Bundi,PG,PG,-5.742222222220001, 145.2275,OC,False
MDM,Munduku Airport,Munduku,PG,PG,-4.6204, 143.4516,OC,False
KPF,Kondobol Airport,Kondobol,PG,PG,-8.5336, 142.5049,OC,False
DNU,Dinangat Airport,Dinangat,PG,PG,-6.1546, 146.6772,OC,False
DOI,Doini Airport,Castori Islets,PG,PG,-10.7009, 150.7218,OC,False
DOO,Dorobisoro Airport,Dorobisoro,PG,PG,-9.461855, 147.920907,OC,False
DAU,Daru Airport,Daru,PG,PG,-9.08676, 143.207993,OC,False
KRU,Kerau Airport,Gunim,PG,PG,-8.271612, 147.071899,OC,False
EMS,Embessa Airport,Embessa,PG,PG,-9.447, 148.7628,OC,False
XYR,Edwaki Airport,Yellow River Mission,PG,PG,-3.883986, 141.792234,OC,False
EMI,Emirau Airport,Emirau Island,PG,PG,-1.653949991, 149.9757667,OC,False
EFG,Efogi Airport,Efogi,PG,PG,-9.15380555556, 147.659805556,OC,False
MHY,Morehead Airport,Morehead,PG,PG,-8.71411111111, 141.644444444,OC,False
EPT,Eliptamin Airport,Eliptamin,PG,PG,-5.0412, 141.6779,OC,False
EGA,Engati Airstrip,Engati,PG,PG,-6.9179, 146.1053,OC,False
EMO,Emo River Airstrip,Emo Mission,PG,PG,-9.1234, 148.0415,OC,False
ERU,Erume Airport,Erume,PG,PG,-8.2538, 146.9747,OC,False
MFZ,Meselia Airport,Demgulu,PG,PG,-6.1364, 149.1183,OC,False
BOT,Bosset Airport,Bosset,PG,PG,-7.237257, 141.1063222,OC,False
ERE,Erave Airport,Erave,PG,PG,-6.60646315446, 143.900213242,OC,False
SWE,Siwea Airport,Siwea,PG,PG,-6.284181, 147.582371,OC,False
FNE,Fane Airport,Fane Mission,PG,PG,-8.54927777778, 147.085833333,OC,False
FRQ,Feramin Airport,Feramin,PG,PG,-5.208, 141.6988,OC,False
FIN,Finschhafen Airport,Buki,PG,PG,-6.621750109, 147.85405,OC,False
FAQ,Frieda River Airport,Frieda River,PG,PG,-4.610468, 141.960138,OC,False
FUM,Fuma Airport,Fuma,PG,PG,-6.3933, 142.4408,OC,False
GKA,Goroka Airport,Goronka,PG,PG,-6.081689834590001, 145.391998291,OC,False
GEW,Gewoia Airport,Gewoia,PG,PG,-9.2263, 148.4949,OC,False
GUG,Guari Airport,Guari,PG,PG,-8.1286, 146.8722,OC,False
GRL,Garasa Airport,Au,PG,PG,-7.980713, 147.213461,OC,False
GAR,Garaina Airport,Garaina,PG,PG,-7.875625, 147.141266,OC,False
GAZ,Guasopa Airport,Woodlark (Muyua) Island,PG,PG,-9.225918, 152.944352,OC,False
GOE,Gonaili Airport,Gonaili,PG,PG,-5.527716614, 151.5733333,OC,False
GUR,Gurney Airport,Gurney,PG,PG,-10.3114995956, 150.333999634,OC,False
GAP,Gusap Airport,Gusap,PG,PG,-6.053196, 145.959047,OC,False
PNP,Girua Airport,Popondetta,PG,PG,-8.80453968048, 148.309005737,OC,False
GBC,Gasuke Airport,Gasuke,PG,PG,-6.1028, 141.7393,OC,False
GMI,Gasmata Island Airport,Gasmata Island,PG,PG,-6.27111005783, 150.330993652,OC,False
AKG,Anguganak Airport,Anguganak,PG,PG,-3.560504, 142.217307,OC,False
GVI,Green River Airport,Green River,PG,PG,-3.9022428989400004, 141.170516968,OC,False
GOC,Gora Airstrip,Gora,PG,PG,-9.0021, 148.2364,OC,False
HBD,Habi Airport,Habi,PG,PG,-6.32, 142.4893,OC,False
HNI,Heiweni Airport,Heiweni,PG,PG,-7.4223, 146.4276,OC,False
HYF,Hayfields Airport,Bainyik,PG,PG,-3.69838, 143.057902,OC,False
HNN,Honinabi Airport,Honinabi,PG,PG,-6.2457, 142.1771,OC,False
HKN,Hoskins Airport,Kimbe,PG,PG,-5.463846, 150.407327,OC,False
HIT,Haivaro Airport,Haivaro,PG,PG,-6.9406, 143.059,OC,False
HWA,Hawabango Airport,Hawabango,PG,PG,-7.392994, 146.003487,OC,False
IIS,Nissan Island Airport,Nissan Island,PG,PG,-4.49972009659, 154.225997925,OC,False
IDN,Indagen Airport,Indagen,PG,PG,-6.22663, 147.244,OC,False
IMN,Imane Airport,Imane,PG,PG,-6.7524, 146.1072,OC,False
KGM,Kungim Airport,Kungim,PG,PG,-5.671, 141.03,OC,False
IMD,Imonda Airport,Imonda,PG,PG,-3.328, 141.1573,OC,False
KIE,Aropa Airport,Kieta,PG,PG,-6.305417, 155.728139,OC,False
IAL,Ialibu Airport,Ialibu,PG,PG,-6.2782, 143.9944,OC,False
WSA,Wasua Airport,Wasua,PG,PG,-8.2836, 142.8697,OC,False
WIU,Witu Airport,Garove Island,PG,PG,-4.689522, 149.440112,OC,False
MPX,Miyanmin Airport,Miyanmin,PG,PG,-4.903055555560001, 141.620833333,OC,False
KGH,Yongai Airport,Yongai,PG,PG,-8.5289, 147.4603,OC,False
JOP,Josephstaal Airport,Josephstaal,PG,PG,-4.74708333333, 145.007083333,OC,False
LSA,Losuia Airport,Losuia,PG,PG,-8.505820274353027, 151.08099365234375,OC,False
KBM,Kabwum,,PG,PG,-6.15547222222, 147.191472222,OC,False
KDR,Kandrian Airport,Kandrian,PG,PG,-6.19217, 149.54783,OC,False
KMF,Kamina Airport,Hoieti,PG,PG,-7.64925, 145.956944444,OC,False
KPA,Kopiago Airport,Kopiago,PG,PG,-5.3883, 142.4977,OC,False
KAQ,Kamulai Airport,Kamulai Mission,PG,PG,-8.150694444440001, 146.834,OC,False
UNG,Kiunga Airport,Kiunga,PG,PG,-6.1257100105285645, 141.28199768066406,OC,False
KNE,Kanainj Airport,Kanainj,PG,PG,-5.2903, 144.7072,OC,False
KRI,Kikori Airport,Kikori,PG,PG,-7.42438, 144.250076,OC,False
KMA,Kerema Airport,Kerema,PG,PG,-7.96361017227, 145.770996094,OC,False
KKD,Kokoda Airport,Kokoda,PG,PG,-8.884679, 147.730957,OC,False
KGW,Kagi Airport,Kagi,PG,PG,-9.135916666670001, 147.669444444,OC,False
KRX,Kar Kar Airport,Kar Kar Island,PG,PG,-4.557, 145.9404,OC,False
KZF,Kaintiba Airport,Kaintiba,PG,PG,-7.50025, 146.033833333,OC,False
KUQ,Kuri Airport,Kuri,PG,PG,-7.135083, 143.276111,OC,False
KVG,Kavieng Airport,Kavieng,PG,PG,-2.57940006256, 150.807998657,OC,False
KWO,Kawito Airport,Kawito,PG,PG,-7.977006912229999, 142.823577881,OC,False
LNV,Londolovit Airport,Londolovit,PG,PG,-3.04361009598, 152.628997803,OC,False
LAB,Lab Lab Airport,Lab Lab Mission,PG,PG,-5.7204, 148.0566,OC,False
KEG,Keglsugl Airport,Denglagu Mission,PG,PG,-5.83277777778, 145.097222222,OC,False
KII,Kibuli Airstrip,Kibuli,PG,PG,-9.006528, 142.698056,OC,False
LGN,Linga Linga Airport,Linga Linga,PG,PG,-5.5319444444400006, 149.734166667,OC,False
LNM,Langimar Airport,,PG,PG,-7.22313888889, 146.227083333,OC,False
LWI,Lowai Airport,Lowai,PG,PG,-6.3344, 146.6458,OC,False
LPN,Leron Plains Airport,Leron Plains,PG,PG,-6.3917, 146.3434,OC,False
LNG,Lese Airport,Lese,PG,PG,-8.2799, 146.2765,OC,False
LNC,Lengbati Airport,,PG,PG,-6.384611111110001, 147.368638889,OC,False
LMI,Lumi Airport,Lumi,PG,PG,-3.47683951134, 142.041292191,OC,False
LSJ,Long Island Airport,Long Island,PG,PG,-5.3604, 147.0177,OC,False
AYM,Yas Island Seaplane Base,Abu Dhabi,AE,AE,24.467, 54.6103,AS,False
MRM,Manari Airport,Manari,PG,PG,-9.1908, 147.6219,OC,False
OBM,Morobe Airport,Morobe,PG,PG,-7.74, 147.59,OC,False
MYX,Menyamya Airport,Menyamya,PG,PG,-7.21166666667, 146.019361111,OC,False
MAG,Madang Airport,Madang,PG,PG,-5.20707988739, 145.789001465,OC,False
HGU,Mount Hagen Kagamuga Airport,Mount Hagen,PG,PG,-5.828212, 144.299412,OC,False
MXK,Mindik Airport,Mindik,PG,PG,-6.47166666667, 147.441138889,OC,False
MPG,Makini Airport,Makini,PG,PG,-6.532222222220001, 147.651166667,OC,False
GUV,Mougulu Airport,Mougulu,PG,PG,-6.280859, 142.420775,OC,False
MDU,Mendi Airport,Mendi,PG,PG,-6.14774, 143.656998,OC,False
MAS,Momote Airport,Manus Island,PG,PG,-2.06189, 147.423996,OC,False
MLQ,Malalaua Airport,Malalaua,PG,PG,-8.07138888889, 146.155472222,OC,False
MQO,Malam Airport,Malam,PG,PG,-8.70916666667, 142.649722222,OC,False
MXH,Moro Airport,Moro,PG,PG,-6.36332988739, 143.238006592,OC,False
MIS,Misima Island Airport,Misima Island,PG,PG,-10.689200401299999, 152.837997437,OC,False
MKN,Malekolon Airport,Babase Island,PG,PG,-4.02343055556, 153.657277778,OC,False
MWG,Marawaka Airport,Marawaka,PG,PG,-6.9736, 145.8849,OC,False
MPU,Mapua(Mabua) Airport,Tatau Island,PG,PG,-2.81138888889, 151.991111111,OC,False
NKN,Nankina Airport,Gwarawon,PG,PG,-5.837, 146.4533,OC,False
KEX,Kanabea Airport,Kanabea,PG,PG,-7.538888888890001, 145.905,OC,False
NDN,Nadunumu Airport,Nadunumu,PG,PG,-9.14355555556, 147.68425,OC,False
AUI,Aua Island Airport,Aua Island,PG,PG,-1.46055555556, 143.064722222,OC,False
GBF,Negarbo(Negabo) Airport,Negarbo,PG,PG,-6.567778, 144.703058,OC,False
